Question,Answer
<b>결막염</b> 원인,... 눈의 피로감이 쌓이면서 <b>결막염 증상</b>이 찾아오는 경우도 있습니다. 그러니 눈의 피로가 쌓이지 않도록 전자기기 사용을 줄여주시고 충분한 수면을 취해주세요. 증상이 심하시다면 안약을 처방 받아 사용을 해주시는 것이 빠른... 
<b>결막염 증상</b>,... 렌즈 착용 시 손은 깨끗하게 씻으셨나요? 렌즈 끼지 않고 있을 때도 충혈 및 이물감이 있다면 <b>결막염 증상</b>이 의심됩니다. 더 악화되지 않도록 병원 그냥 가세요. 병원 처방이 확실하고 빨리 낫습니다. 
유행성 <b>결막염</b>,... 되도록이면 <b>결막염 증상</b>을 빠르게 회복하기 위해서는 안과를 방문하여 진료 후 그에 따른 안약을 처방 받아 사용을 해주시는 것이 중요합니다. 방치를 한다면 <b>결막염 증상</b>이 더 심해질 수 있으니 잘 생각하시고 결정하세요.
코로나 후유증 <b>결막염</b>?,... 코로나 문제로 인해 면역력이 떨어지면서 피곤함 때문에 <b>결막염 증상</b>이 찾아오는 것일 수도 있습니다. 그러니 눈의 피로를 잘 풀어주시고 적절한 안약 사용을 통해 증상을 진정 시키는 것이 좋습니다.
<b>결막염 증상</b>인가요??,<b>결막염 증상</b>인지 좀 봐주세요 제 증상은요 눈동자 바깥쪽 충혈이 제일 심하구요 눈동자 쪽으로 올수록 충혈이 약해요 결막염 걸렷을때 이렇게 충혈된다던데... 몇일전에 안약을 넣엇는데 낫는가 싶더니 오늘 아침에 일어나서 눈에... 
<b>결막염 증상</b>,<b>결막염 증상</b>에 충혈만되도 결막염인가요?? 3일째 핏줄이좀올라왓는데 증상은없어서요  충혈만으로 결막염이라고 말하긴 힘들지만 아니라고 말하기도 힘들어요. 눈이 피곤하거나 스트레스를 받았거나 잠을 잘못잤거나 컨디션이 안... 
스테로이드주사 부작용 <b>결막염</b> 올수잇나,"... 스테로이드주사로 인한 여러 부작용이 있을 수 있으나, 스테로이드 자체가 알레르기나 염증을 완화시켜 주는 역할을 하기 때문에 결막염의 원인이 스테로이드 때문에 생긴다기는 보다는 현재 <b>결막염 증상</b>이 있다면 어떤 원인으로... "
눈다래끼 <b>결막염 증상</b> 통증,... '<b>결막염</b>' <b>증상</b>도 '눈다래끼' 증상과 비슷한가요? 2. 눈이 너무 아파요. 정말딱 다래끼난것처럼 어떻게 통증을 없애나요?  안녕하세요 행복한 안경사입니다 1.결막염이라고 하시나요???? 사진으로만 봐서는 눈다래끼와 똑같은 증상인데요.... 
<b>결막염 증상</b> 중에,"... <b>결막염</b>은 결막이 충혈되어 눈곱이 끼고, 가려움과 이물감을 느끼는 눈병인데요, 질문자님께서 충혈은 없다고 하셨지만 눈곱이 끼고 가려운 <b>증상</b>을 가지고 계시기 때문에 <b>증상</b>이 지속될 시 안과에 방문하셔서 검사를 받아보시는 것을... "
<b>결막염 증상</b>,제가 어제 렌즈를 꼈는데 한쪽눈이 좀 아파서 집 와서 바로 빼고 잤는데 자고 일어난후에 안 아파졌는데 눈에 뭐가 생겼어요ㅠㅠ 이거 <b>결막염 증상</b> 아니져???  렌즈 부작용으로 눈에 염증 나타난거 같네요. 2~3주 정도 렌즈 아예 끼지말고... 
<b>결막염증상</b>인가요?급해요,"제가비염기가잇어서눈이자주가렵고아픕니다.근데요즘들어밤만되면눈이너무가렵고아파요.특히눈물샘이요.아침에일어나며액체같은눈꼽과,일반그냥눈꼽이껴잇는날이대부분이구요.이게<b>결막염증상</b>인가요?급해요..  결막은 눈꺼풀의... "
<b>결막염 증상</b>,... 눈이 엄청 가렵고 자고 일어나면 엄청 큰 눈곱 껴있고 눈곱액같은게 자꾸나와요  안녕하세요.네 <b>결막염 증상</b>과 흡사하십니다. 언능 안과가셔서 치료받으시길 바랍니다. 금방 나으실거에요 걱정하지마세요 감사합니다. 좋은... 
눈(<b>결막염 증상</b>)으로 오는 아토피도 있나요?,"... 원래 아토피 증상이 피부 특히 눈꺼풀 주위와 전체적으로 얼굴 주변으로 많이 생겼었는데요, 최근에 갑자기 <b>결막염 증상</b>으로 오더라구요. 눈이 이렇게 장기간 충혈되고 간지럽고 눈꼽 끼는건 처음인데요. 그대신 신기하게도... "
<b>결막염</b>ㅇ이여,"... 세균 감염에 의한 <b>결막염 증상</b>이 있으며, 알레르기성 질환으로 결막염이 나타나는 경우도 있습니다. 그 외에도 몇까지가 있으니 <b>결막염 증상</b>이 나타났을 때에는 안과를 방문하셔서 빠른 조치를 받아주셔야 합니다."
<b>결막염 증상</b>이용 .. 눈이 충혈 되면,"<b>결막염 증상</b>이용 .. 눈이 충혈 되면서 , 눈이 뻑뻑한 느낌도 들고 오른쪽이 흐릿하게 보이는데 흐릿하게 보이는것도 <b>결막염 증상</b>일까요 .. ? 약시증상일까요 .. 결막염이라면 항생제 안약은 병원가서 진단서 잇어야 구매 가능한가용... "
보입니다 <b>결막염 증상</b> 때문인지 간지럽고 따갑기도 한데... ,눈 흰자에 이물질이 박힌 건지 물집이 생긴 건지 뭔가 점 같은 게 보입니다 <b>결막염 증상</b> 때문인지 간지럽고 따갑기도 한데 왜그럴까요? ㅠㅠ  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 '솔빛드림안과' 대표원장 장문희 입니다.... 
<b>결막염 증상</b>,"... <b>결막염</b>의 초기 <b>증상</b>은 눈이 가렵거나, 이물감이 느껴지면서 충혈되고, 평소보다 눈곱이 많아지면서 눈 주위가 붓는 것이 특징입니다. 보다 자세한 상담은 가까운 안과에 방문하여 확인하시길 바랍니다. 도움이 되는 답변이었으면... "
"눈다래끼, <b>결막염 증상</b>??",한 병원은 다래끼 한 병원은 <b>결막염</b> 이라에요...시골동네라 제대로 못 보는 건지 육안으로 다른 <b>증상</b>이 보이진 않나요? 성의있는 답변 부탁드려요 내공 500걸어요  다래끼는 눈꺼풀에 생기고 <b>결막염</b>은 눈에 생기는 것입니다. 두 곳의... 
이것들이 안구건조증이나 <b>결막염 증상</b>일 수 있나요,... 이런 <b>증상</b>들이 단순히 안구건조증이나 <b>결막염</b> 때문에 나타날 수 있는 건지 아니면 다른 합병증이 있는 건지 궁금합니다 안과를 가도 시원한 답변을 못들어서 답답합니다 도와주세요  안녕하세요. 하이닥-네이버 지식iN 상담의 구오섭... 
<b>결막염 증상</b>인가요?,"... 1.<b>결막염 증상</b> 2.결막염에 좋은 음식 내공냠냠, 광고 등 이상한 글 신고합니다. 내공 50이요 안녕하세요, 유기화학 전공심화과정을 이수한 현직 안경사입니다. 눈곱 같은 것이 있다고 하셨는데, 결막염에서 볼 수 있는 삼출물의 경우... "
<b>결막염증상</b>,저희반에 유행성결막염이3명있어서요 혹시나해서 <b>결막염증상</b>알려주시고요 제가자꾸 눈이 간지럽거나 가려워서 눈을 비비면 막 빨개지고 가끔 따가운데 왜그런지알려주세요  안녕하세요. 안과 전문의 김진국입니다. 유행성 결막염과... 
붓기도 있구요. <b>결막염증상</b>인가요? 안과 가봐야하는데,"... <b>결막염증상</b>인가요? 안과 가봐야하는데 여의치않아 일단 문의드립니다  안녕하세요. 하이닥-네이버 지식iN 상담의 구오섭 입니다. 올려주신 사진으로 봤을 때 외관상 딱히 안검염이나 결막염의 증상같지는 않지만, 우선 몇 일 정도... "
<b>결막염 증상</b>,오늘 안과에 가서 알러지성 <b>결막염</b>을 진단받았는데요 근데 <b>결막염</b>이 조금 더 심한 한쪽 눈이 그 눈만 썼을때 초점이 잘... 이것도 <b>결막염</b>때문인가요 안녕하세요. <b>결막염</b> 때문에 눈의 컨디션이 좋지 않아서 일시적으로 나타날 수 있습니다.... 
<b>결막염 증상</b>,... <b>결막염</b>인지 뭔지 모르겠어서 한 번 질문 남겨봅니다.. 어제밤부터 왼쪽 눈 밑이 눈을 깜빡일 때마다 아프더니 오늘 아침에 일어나니까 심하게는 아니지만 좀 부어있고 통증도 더 심해졌습니다 간지럽고 눈물이 나고 이런 <b>증상</b>이 보이진... 
면역력이 강하면 <b>결막염</b>,... <b>결막염 증상</b>을 빠르게 회복을 하기 위해서는 어떠한 문제인지를 파악하기 위해 진료를 통해 그에 따른 약 처방을 받아 사용을 해주시면서 당분간은 눈의 피로를 풀어 줄 수 있도록 충분한 수면 및 전자기기 사용을 자제를 해주시면... 
강아지 <b>결막염</b> 초기<b>증상</b>인데 어떻게 관리하나요?,"최근에 우리 아이가 눈물이 많이 나고, 눈물자국에서 냄새가 심하게 나더라고요 근데 이런 <b>증상</b> 알아보니, <b>결막염</b>으로 발전할수 있다고 했는데 동물병원 가니까 강아지 <b>결막염</b> 초기<b>증상</b>이라 하네요 아직 심한 상태는 아니니 관리 잘... "
<b>결막염 증상</b>인가요??,눈에 뻐근한 통증이 있어서 찾아봤는데 <b>결막염증상</b>일 수도 있다 하네요 가끔씩 눈 위쪽에 통증이 있고 전체적으로 건조하고 뻐근한 느낌이 있어요 투명하고 끈적한 이물질이 조금? 나오는데 눈이 간지럽다거나 충혈되거나 하지는 않아요... 
눈 출혈 <b>결막염</b>... 이거 괜찮은거 맞나요? ㅠ,... 하이닥-네이버 지식iN 상담의 강은민 입니다. 너무 걱정하지 않으셔도 됩니다. 라식 후에도 <b>결막염 증상</b>이 나타날 수도 있으니 지금은 치료를 통해 이를 해결하기 위한 관리를 해주시는 것이 좋으니 참고하세요.
알레르기성 <b>결막염 증상</b>이 심해요. 조언 좀 해주세요.,"... 알레르기성<b>결막염 증상</b>은 코 쪽 눈 가장자리의 가려움증과 찐득거리는 눈물, 눈에 약간의 이물감이나 누르는 듯한 불편감이 많아요. 이런 이유로 눈이 약간 침침하게 보이며 눈을 몇 번 깜박거리고 나면 좀 더 밝게 보이지요. 가끔... "
알레르기 <b>결막염 증상</b>,... 빠른 답변 부탁드립니다. 안녕하세요~ 사진 속으로 보아서는 알레르기<b>결막염</b>으로 인해 생긴 <b>증상</b>은 아닌 것 같아요. 혹시 가렵거나 하는 <b>증상</b>은 따로 없으신가요? ㅠㅠ 안과나 피부과 내원하셔서 확인해보셔야 할 것 같습니다 
"충혈, 눈곱, 눈물 나오는데 <b>결막염증상</b>이 맞나요?... ","... 아침에 일어나면 눈곱도 평소보다 많이 나오는데 <b>결막염증상</b>이 맞나요? 다른 문제는 아니겠죠? 안과가서 치료 받으면 치료까지 얼마나 걸릴가요?  안녕하세요, 닥톡-네이버 지식iN 상담의사 박주완입니다. 결막은 눈꺼풀의 안쪽과... "
<b>결막염 증상</b>,... 하이닥-네이버 지식iN 상담의 류익희 입니다. <b>결막염 증상</b>이 생긴 것 같으니 안과를 방문하여 약을 처방 받으셔야 합니다. 만약 전염성이라면 안대를 착용하고 회복이 되기 전까지는 충분한 휴식을 취해주셔야 하니 참고하세요!
<b>결막염 증상</b>,... 이 현상이 계속 나타나는 것도 아니고 하루에 한 두번정도 어쩌다가 건들게되면 너무 간지러워서 비비게됩니다 혹시 <b>결막염</b>일까요? <b>결막염</b>+각막염이 의심되어서 안과에서 진료받아야 합니다. 동네 안과에서 진료받아도 됩니다. 
<b>결막염 증상</b>,... <b>결막염 증상</b>에 대해 궁금하시군요. 올려주신 사진으로 보면 결막부종이 심하게 생긴 것으로 보입니다. 보통 알레르기 결막염이 있는 경우 눈을 무의식중에 비비거나 자극했을 때 결막이 심하게 부어오를 수 있습니다. 결막이 부어... 
<b>결막염 증상</b>있었는데,"... <b>결막염</b>이 있으신 것 같아요! 마깥다래끼의 <b>증상</b> 중에 가려움증이 있는데 너무 가려우시다고 막 비비시면 안 되고 그럴 때는 얼음찜질을 해 주세요! 다래끼를 치료하기 위한 목적으로는 온찜질과 약물 투여인데, 다래끼로 인한... "
<b>결막염</b> 때문에 눈 뜨기가 힘들어요,"... 결막염에 결렸다고 하더라도 상태가 심하지 않는 경우에는 회복이 되는 경우가 있을 수 있지만 매면 반복적으로 <b>결막염 증상</b>이 나타나게 되는 경우에는 최대한 렌즈를 착용하지 않거나, 착용 시간을 줄여주시는 것이 가장 좋습니다.... "
고양이 <b>결막염</b> 날씨 영향,"... 비오는 날씨는 공기 중의 먼지나 습기가 증가하여 알러지성 <b>결막염 증상</b>을 악화시킬 수 있습니다. 먼지나 습기는 고양이의 눈에 자극을 줄 수 있으며, 결막염을 유발할 수 있습니다. 따라서 비오는 날씨에는 고양이의 눈을 특별히... "
알러지 <b>결막염</b> 때문에 밤에 자는 중에,"... 알러지 <b>결막염 증상</b>이 밤에도 생겨서 무의식적으로 비비게 되는 것을 강제로 막는 것은 사실 쉽지 않습니다. 일단은 알러지 증상에 대한 치료가 먼저 이루어지는 것이 먼저일 것으로 생각됩니다. 알러지에 관하여 안약, 안연고 등으로... "
<b>결막염</b> 초기<b>증상</b>,"... <b>결막염 증상</b>으로는 눈의 가려움증과 눈곱이나 분비물이 많이 생기고 눈부심이나 안통을 느끼기도 합니다. 결막염은 초기 2주간 얼음찜질로 부종이나 통증을 완화할 수 있고, 안과 진단을 통해 안약을 점안하는것이 가장 빠르게 회복할... "
<b>결막염</b> 안약,"... 일반적으로 <b>결막염 증상</b>을 해결하는 안약은 약국에서 쉽게 구입을 할 수 있지만, 처방전이 필요한 안약을 구입은 진료 후 구입을 하셔야 합니다. 되도록이면 안과를 방문하여 질문자님의 상태를 확인한 후 그에 맞는 안약을 처방 받아... "
의사분들 도와주세요ㅠㅠ <b>결막염</b> 안약,"... 지금 증상이 많이 호전되었다고 하더라도 남은 안약은 계속 넣어주시는 것이 좋으며, 이후에 <b>결막염 증상</b>이 다 나았다면 꼭 다시 안과 진료를 보셔야 하는 것은 아닙니다. 참고가 되었기를 바랍니다. 감사합니다."
<b>결막염</b>이면 어떤 <b>증상</b>들이 일어나나요?,결막염이면 어떤 증상들이 일어나나요?ㅠㅠ  초기 <b>결막염 증상</b>은 눈이 충혈되거나 가려움이 있으며 심하면 눈이 부풀거나 끈적한 눈곱이 생깁니다
