Question,Answer
파상풍 <b>초기증상</b> 문의,"파상풍 <b>초기증상</b> 여부 문의 드려 봅니다. 3월 26일 일요일 오후에 수영장 부속 사우나 내부에서 유리조각을... 약한 <b>감기</b><b>증상</b>이 있었던 상황이라 <b>감기</b> 기운인지, 다른 병의 <b>증상</b>인지 헷갈리네요) 사실 가족이 당일에 바로 파상풍 주사... "
햄찌가 <b>감기 초기증상</b>인 것 같아서 물 대신 그냥 물에... ,햄찌가 <b>감기 초기증상</b>인 것 같아서 물 대신 그냥 물에 콩나물 삶은 물 줘도 되나요? 물통에 간 안하고 콩나물 삶은 물이요 !! 빠른 대답 해주시면 감사하겠습니다 그리고 아기가 한번 밖에 나오게 해주면 너무 나오고 싶어해서 장난감... 
목<b>감기 초기</b>에 빨리 낫는 법,... 하지만 의약품을 사용하기 전에 의사나 약사와 상담하는 것이 좋습니다. 위의 방법들을 조합하여 목<b>감기 초기</b>에 빨리 낫도록 노력해보세요. 그러나 만약 <b>증상</b>이 심해지거나 지속된다면 의사와 상담하는 것이 좋습니다. 
목<b>감기 초기증상</b>처럼 목 안쪽이 간질거리면서 목소리가... ,... 이점 유의해 주시고 자주는 그렇지 않고 가끔 목 성대뼈 아래쪽쯤에 간질간질 거리면서 꼭 목<b>감기 초기</b>처럼 <b>증상</b>이 나타납니다. 그러다가 조금씩 기침이 나오고 그러다 목소리가 바뀝니다. 순간적으로 말이죠. 그런데 또 5~10분정도... 
<b>감기</b> <b>증상</b>이 원래 이런가요? <b>감기</b> <b>증상</b>이 좀 달라요,"... <b>증상</b> <b>초기</b>에는 음식을 삼킬 때 이물감이 느껴지고, 목마름과 기침 <b>증상</b>이 나타나면서 고열, 두통, 가래, 식욕부진처럼 <b>감기</b> <b>증상</b>과 비슷한 상태를 보이며, 기침이 심해지면 목소리가 쉬고 심한 염증으로 기관지 점막이 부어오르면... "
hiv <b>초기증상</b>??,"4월5일 원나잇이 있었는데 오늘(4월12일) 딱 일주일 된 날에 아침부터 몸살기운이 생겼습니다 hiv <b>초기증상</b>에 몸살... 에이즈는 보통 성관계 이후 3~6주 기간에 무<b>증상</b> 잠복기를 거치게 됩니다. 이 기간 중 발열, 기침, 통증 등 <b>감기</b>와... "
<b>감기</b>몸살?임신<b>초기증상</b>?,... 안녕하세요 ? 임신 <b>초기 증상</b>에 <b>감기</b> 몸살도 있습니다 근데 지금 님은 그냥 단순 <b>감기</b> 인듯 합니다 아직 임신 <b>증상</b>이 나타나기에 너무 이릅니다 관계하고 2주 되는날 테스트기 한번 해보세요 다음번에는 꼭 피임을 하시구요 ! 
신우신염 <b>초기증상</b>,"신우신염 <b>초기증상</b>이 있나요? 검사에서 신우신염 확인되면 치료하는데 얼마나 걸리나요?  안녕하세요. 하이닥-네이버... 열이 나거나 오한이 생기면 대부분은 <b>감기</b>를 의심합니다. 그러나 이외의 <b>감기</b> <b>증상</b>은 없고, 배뇨통이나 옆구리와 등... "
<b>감기</b>(냉방병) <b>초기증상</b> 어떻게 잡으시,<b>감기</b>(냉방병) <b>초기증상</b> 어떻게 잡으시나 저는 밤에 잘때 양말 신고 이불 좀 두꺼운걸 덮고 땀을 주욱 빼요. 자기 전에 쌍화탕을 따뜻하게 데워서 한병 먹고 비타민 C하나 먹구요 
5섯살된 블랙시츄 <b>감기 초기</b>,안녕하세요 5섯살된 블랙시츄가 <b>감기 초기 증상</b>이 나타났습니다 기침은 3번부터 시작했구요 감기에 좋은 음식 알려주세요 그리고 감기에 걸리면 어떻게 해야 하는지 알려 주시구요 감사합니다 ☞아픈강아지음식주기☜ 계란노른자-홍염.... 
저녁만되면 목 속이 목<b>감기 초기 증상</b>처럼 간지러워요.,목<b>감기 초기</b>에 목 속이 막 간지럽듯이 저녁마다 목 속이 간질간질 거려서 너무 신경쓰이고 불편합니다. 이런지 몇년은... 만성적으로 수년간 동일한 <b>증상</b>이 지속되는 경우는 당연히 목<b>감기</b>는 아니며 다른 질환을 생각하여야 합니다.... 
목이 따갑고 몸이 추워요 <b>감기초기증상</b>,목이 따갑고 몸이 추워요 <b>감기초기증상</b>인가요????? 네 약간 몸살기운이있는듯보입니다 만약 불편함이많으시다면 진료권해드립니다 도움되셨다면채택해주시면감사드리겠습니다....^^ 
원래 느껴지나요?? 복부대동맥류 <b>초기 증상</b>은 아니겠죠..??,"... 복부대동맥류 <b>초기 증상</b>은 아니겠죠..??  안녕하세요 인터엠디(InterMD) x 네이버 지식in 건강상담 의사 김무웅입니다.... 환절기 <b>감기</b> 주의하시고, 적절한 수분 섭취하면서 건강관리 잘하시길 바랍니다. 다시 한번 손 씻기/마스크 잘... "
<b>감기</b><b>증상</b>인가요?,이번주 일요일이였나? 추워진뒤로부터 코가 간질거리고 머리가아프고 열은 없습니다 기침도 안하구요 <b>감기 초기 증상</b>인가요?  <b>감기 초기증상</b>이 맞는 것 같습니다. 혹시 모르니 병원에 가셔서 검사해보시고 약 미리 챙겨드시기 바랍니다.
임신 <b>초기</b> <b>감기</b> <b>증상</b>,"... 임신 <b>초기</b>에 <b>감기</b> <b>증상</b>을 회복하기위한 방법이 무엇이 있는지요? 그리고, 아내가 어학원 강사를 하고 있는 관계로 임신 <b>초기</b>임에도 불구하고 불특정 다수의 사람과 수업하는 교실(문 이외에 창문이 없음, 에어콘 사용)에서 생활하는... "
코로나 <b>초기 증상</b>인가요?,... <b>감기초기 증상</b>으로 보입니다. 감기바이러스가 우리 몸에 들어오면 일반적으로 2주이상 지나야 빠져나갑니다. 38도이상 고열이 발생하는 경우가 코로나 의심환자로 간주하게 됩니다. 정확한 것은 질문자님의 검체를 채취해서... 
<b>감기초기</b>인가요??<b>초기증상</b>,"... 저같은 경우에는 <b>감기 초기 증상</b>이 주로 목이 컬컬한게 주로 증상이었지요// 일단은 무조건 약 드시지는 마시고요... 병원을 가보시는것이 제일 좋을 듯.. 감기가 맞다면, 가급적 생활에 지장 받지 않는 이상은 푹쉬고, 물 많이... "
임신 <b>초기증상</b>일까요 아니면 그냥 <b>감기</b>,임신 <b>초기증상</b>일까요 아니면 그냥 <b>감기</b> 일까요? 제가 여자친구랑 2월18일에 콘돔 착용한 상태로 성관계를 가졌는데(이때는 배란일 첫날) 사정할땐 콘돔빼고 밖에 사정했어요. 그리구 구멍난데 없는지 체크도 해봤어요...근데 최근에... 
<b>감기</b>는 <b>초기</b>에 못 잡으면 낮는 데 오,"... <b>감기 초기</b>에는 <b>증상</b>이 가장 심하지 않아서 대처하기 쉽습니다. <b>감기 초기</b>에는 적극적으로 수분을 섭취하고, 휴식을 취하며, 체온을 유지하는 것이 중요합니다. 하지만 <b>감기 초기</b>에 대처하지 않으면 <b>감기</b>가 악화되어 낮는 데 오래 걸릴... "
원래 느껴지나요?? 복부대동맥류 <b>초기 증상</b>은 아니겠죠..??,"... 복부대동맥류 <b>초기 증상</b>은 아니겠죠..??  안녕하세요 인터엠디(InterMD) x 네이버 지식in 건강상담 의사 김무웅입니다.... 환절기 <b>감기</b> 주의하시고, 적절한 수분 섭취하면서 건강관리 잘하시길 바랍니다. 다시 한번 손 씻기/마스크 잘... "
코로나 <b>초기 증상</b>인가요?,... <b>감기초기 증상</b>으로 보입니다. 감기바이러스가 우리 몸에 들어오면 일반적으로 2주이상 지나야 빠져나갑니다. 38도이상 고열이 발생하는 경우가 코로나 의심환자로 간주하게 됩니다. 정확한 것은 질문자님의 검체를 채취해서... 
임신 <b>초기증상</b>일까요 아니면 그냥 <b>감기</b>,임신 <b>초기증상</b>일까요 아니면 그냥 <b>감기</b> 일까요? 제가 여자친구랑 2월18일에 콘돔 착용한 상태로 성관계를 가졌는데(이때는 배란일 첫날) 사정할땐 콘돔빼고 밖에 사정했어요. 그리구 구멍난데 없는지 체크도 해봤어요...근데 최근에... 
<b>감기 초기 증상</b>인가요?,아까 오후부터 코에 음식이 걸린 것처럼 코가 좀 맹맹하고 침 삼킬 때마다 코랑 목이 조금씩 아프고 머리도 계속 아픈데 <b>감기 초기 증상</b>인가요?  저도 2주전에 걸렸던 감기 증상인데 그러다가 근육통이랑 열도 오르더라구요 추석이라... 
그런게 아니라 아침이나 초저녁 쯤에 그래요 <b>감기 초기</b>,목 안이 가끔씩 간질간질하고 침삼킬때 아파요 근데 매번 그런게 아니라 아침이나 초저녁 쯤에 그래요 <b>감기 초기증상</b> 인가요?  목<b>감기 초기 증상</b>같아 보이네요! 날씨가 추워져서 그런거 같아요. 그래서 저는 딜팩토리에서 구매한 전기히터... 
폐렴 <b>초기증상</b> 인가요 ??,"... 나오고 가래가 나왔고 어제는 미열이 좀 있었습니다 폐렴 초기증상은 아니겠죠 ..??  <b>감기 초기 증상</b>입니다~~ 간호사 지망생 필독서 간호사 너 자신이 되어라 간호사, 너 자신이 되어라 저자 한화순 출판 한언출판사 발매 2015.11.30."
맹장염 <b>초기증상</b>,"저는 현역으로 군복무중인 용사이며, 제가 최근에 <b>감기</b>기운과 더불어 오른쪽 윗배 아랫배가 둘다 아프기... 맹장염 <b>초기증상</b>일수도 있겠다는 생각이 들었습니다. 그래서 23.1.1 오늘 군병원 응급실에 진료를 보러 갔습니다. 혈액검사는... "
임신 <b>초기 증상</b> 나타나는 시기,"... 생리할 시기가 오고있긴 하지만 흰 냉이 좀 나오고, 몸에서 미열이 나면서 목이 좀 아프고 뼈가 시린, 한마디로 <b>감기</b>같은 <b>증상</b>이 좀 있어요. 기침은 안하구요. 임신 <b>초기 증상</b>일까요?ㅠ 콘돔 끼고 하긴 했는데 딱 한번만 안끼고... "
임신<b>초기</b> <b>감기</b><b>증상</b>,... 임신<b>초기</b>에 나타나는 <b>감기</b><b>증상</b>은 보통 임신몇주차에 나타나나요? 지금 제<b>증상</b>이 임신<b>증상</b>일까요 아님 그냥 단순 <b>감기</b>일까요ㅠㅠ 임신이라고 하더라도 관계를 하고 6일만에 임신 <b>증상</b>이 나타나지는 않습니다. 콧물이 나고 목이... 
임신 <b>초기 증상</b> 졸림과 <b>감기</b> <b>증상</b>(?),"... <b>초기 증상</b>에 졸음이 엄청나고 <b>감기</b> <b>증상</b>처럼 미열도 있고 한다던데 이거 그런 <b>증상</b>으로 봐야 할까요? 아침 단지 밖에 추웠어서 그런 걸까요? 참고로 생리중 관계였고 혈액검사,임테기 10일후/15,16일후 이렇게 실시해서 수치 0이랑... "
에이즈 <b>초기증상</b>,의심행위 이후 4주찬데 에이즈 <b>초기증상</b>이랑 거의 비슷하게 나타났어요 <b>감기</b>몸살처럼 근데 하루이틀만에 괜찮아졌는데 그럴 수도 있나요? 일주일은 간다고 하는데.. 우선 평일되면 검사는 받아볼건데 불안해서 글 남겨봅니다..! 에이즈... 
파상풍 <b>증상</b>?목<b>감기</b>일까요?,"... 입을 움직이거나 몸을 움직이는데는(음식물 삼키는데 문제가 없음, 손가락 움직임 이상이나 통증도 없음) 전혀 문제가 없는데 단순 목<b>감기 초기증상</b>으로 생각해도 되는걸까요?만약 뜨거운 물 많이 마시고 해서 괜찮아지면 단순... "
인천코<b>감기</b> 한의원 비염<b>초기증상</b>,"... 특히, 냉난방기의 사용이 증가하면서 건조한 공기속에서 생활하다보면 <b>증상</b>은 더욱더 심해지게 되고 치료를 소홀히 할 경우 또 다른 2차 감염으로까지 이어질수 있죠. <b>초기</b> 단순 <b>감기</b>에서 시작해 시간이 경과하면서 고열과 기침으로... "
<b>감기 초기증상</b>,... 맵거든요 그 콧물이 목구멍으로 넘어가면서 편도가 부울 수 있나요 ..? 딱히 나간곳은 없는데 코 막히는가랑 매운거 빼고 다른 <b>증상</b>은 없어요  편도가 약하다는건 곧 목과도 연결되어있고 코와도 연결되어있어 함께 아플수밖에 없습니다
임신<b>초기증상</b>에 <b>감기</b>기운있던데 목<b>감기</b>도,"임신<b>초기증상</b>에 <b>감기</b>기운있던데 목<b>감기</b>도 걸리나요? 그 <b>증상</b>이 2주전에 나타날수 있나요?  안녕하세요. 임신<b>초기증상</b>으로는 두통, 울렁거림, 어지러움, 가슴의 통증, 냉의 증가, 소량의 출혈, 무월경, 아랫배의 뻐근함, 메스꺼움, 구토... "
독감 <b>초기 증상</b>,"독감 <b>초기 증상</b> 좀 알려 주세요 ㅠㅠ  안녕하세요. 현재 <b>증상</b>만으로 <b>감기</b>, 독감, 코로나를 구별하기는 쉽지 않습니다. 셋 다 <b>증상</b>이 비슷하기 때문입니다. 열이 난다면 조금 더 독감, 코로나를 의심해볼 수 있습니다. 가까운 병원에... "
맹장염 <b>초기증상</b>,이거 맹장염 <b>초기증상</b> 일까요 ㅠㅠ 갑자기 재채기 하거나 방귀뀌거나 그럴때 오른쪽 아랫배 통증이 있어요 가만히... 장간막임파선염은 다양한 원인에 의해 발생될 수 있지만 대부분 <b>감기</b>에 걸리거나 몸이 피로해진 후 일시적으로... 
에이즈 <b>초기 증상</b>일까요?,"... HIV 에이즈 바이러스에 감염되면 <b>초기</b> 약 3주~9주 동안은 비특이적인 전신<b>증상</b>을 겪을 수 있습니다. 일종의 <b>감기</b>몸살과 유사한 <b>증상</b>인데 발열, 오한, 몸살, 피부발진, 임파선종대 등의 다양한 <b>증상</b>이 발현될 수 있는데 이러한 에이즈... "
<b>감기 초기증상</b>인가요?,"... 아프네요 바이러스에 의한 <b>감기</b>는 한기가 돌고, 기침, 콧물, 코막힘, 인후통, 근육통 등의 <b>증상</b>이 나타납니다. 아래 집에서 스스로 할 수 있는 <b>감기</b>몸살 빨리 낫는법을 알려드립니다. 참고해 보세요. https://youtu.be/5QCbjeRRwCY "
새끽강아지 <b>감기</b><b>증상</b>,... 콧물 사람처럼 콧물을 흘리면 <b>감기 초기 증상</b>이며 아직 발열은 없는 상태이기 때문에 집에서 컨디션 조절과 환경 조성을 잘 하여 관리해주세요. 2. 식욕저하 사람과 비슷하게 강아지도 컨디션 저하로 식욕이 떨어지는 증상을 보입니다... 
목<b>감기</b><b>증상</b>이 <b>초기</b>에 목에 털갔은게 여,목<b>감기</b><b>증상</b>이 <b>초기</b>에 목에 털갔은게 여려게 걸려있는거 같다가 목이 칼칼해지면서 기침을하면 목이랑 양쪽가슴 사이 아래에 통증이 느껴져요 외그러는거에요?  굴세요 병원치료를 해야죠
독감 <b>초기 증상</b>,"... 독감 <b>초기 증상</b>일까요...? 좀 알려 주세요 ㅠㅠㅠㅠ  109, <b>감기</b>, 독감, 코로나 안녕하세요. 현재 <b>증상</b>만으로 <b>감기</b>, 독감, 코로나를 구별하기는 쉽지 않습니다. 셋 다 <b>증상</b>이 비슷하기 때문입니다. 열이 난다면 조금 더 독감, 코로나를... "
