Question,Answer
<b>위염</b>에 MEGATRUE max,제목처럼 <b>위염</b>때문에 병원에서 약을 처방 받아서 먹고 있는데 이 영양제도 같이 먹어도 될까요? <b>위염</b>약 먹고 저것도... 복용하셨을때 불편한 증상이 있으시다면 <b>위염</b>치료가 완료된 후 복용하시길 권장드립니다.
위 내시경 급성 만성 <b>위염</b> 구분,"내시경에서 급성<b>위염</b>과 만성<b>위염</b>은 어떻게 구분되나요?  안녕하세요. 하이닥-네이버 지식iN 상담의 이정찬 입니다.... 급성<b>위염</b>과 만성<b>위염</b>이 공존하기 떄문에 구분의 의미가 없기도 합니다. 다만, 출혈이 있거나 미란이 심하면 급성일... "
스트레스성 <b>위염</b>?,... 찾아보니까 <b>위염</b> 증상과 비슷한 것 같은데 이게 시험 시간에만 그런 거라... 혹시 제 증상이 스트레스성 <b>위염</b>이 맞을까요? 아플 때 먹을 수 있는 약이나... <b>위염</b>의 가능성이 있어 보입니다. <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관... 
<b>위염</b> 반시,"<b>위염</b>인데 반시 먹어도 괜찮나요?  안녕하세요, 인터엠디 - 네이버지식iN 상담의 내과 김무웅 입니다 네 <b>위염</b>일 때 반시는 크게 영향을 끼치지 않으나 많이 먹으면 <b>위염</b> 외에 변비 등이 생길 수 있으니 주의하시면 좋겠고 무슨 음식이던지... "
<b>위염</b>인가요??,"... <b>위염</b>일까요ㅠㅜㅜㅜ?  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b>... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
미란성<b>위염</b> 위축성 <b>위염</b> 치료,미란성<b>위염</b> 위축성 <b>위염</b> 치료을 두달전 건강검진에서 판정받았습니다(48세) (술담배 안남 키 몸무게 정상 범위 기존에... 위축성<b>위염</b>은 사실상 노화가 된거라 회복히 (치료)가 힘들다고 알고있습니다. 미란성<b>위염</b>은 회복이 가능하다고... 
급성<b>위염</b>인가요?,"... 급성<b>위염</b>인가요?  안녕하세요. <b>위염</b>의 가능성이 있어 보입니다. <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나... "
<b>위염</b> 미열,제가 어제 병원에 갔는데 <b>위염</b>이라는 거예요 근데 병원 갔을 때도 37.2도?... 똑같아서 <b>위염</b> 걸리면 원래 이렇게 열이 날 수 있나요?? 근데 막 독감 걸린... <b>위염</b>이 있을 때 오한이 생길 수는 있어요. 춥다고 느끼는 것이 오한이구요.
<b>위염</b> 증상일까요,제가 요즘 속이 안좋아서 병원 가보니까 <b>위염</b>이라고 하더라구요. 약 지어와서... 드는데 <b>위염</b>때문에 그런걸까요 아니면 다른 문제가 있는걸까요..??... 후 <b>위염</b> 진단아래 약물 처방을 받으셨군요. 음식을 먹고 나서 내려가는 느낌이 가슴... 
<b>위염</b> 방귀,<b>위염</b>인데 방귀 나오고 그러면 좋아지고 있다는 뜻인가요?  방귀는 장속에 가스가 차서 생기는 증상입니다 <b>위염</b>때문이 아니라 소화가 안되면 나타나는 증상 이죠 즉 음식물이 소화되지 않고 위에서 장으로 그대로 내려가서 억지로 발효... 
<b>위염</b> 변비약,질문드립니다 <b>위염</b>으로 놀텍정 가스프렌정 라미스타정 복용중인데요 변비가 심해져서 메이킨 복용해볼까하는데요... 변비약을 먹고 2시간 뒤에 <b>위염</b>약을 드셔야겠습니다. <b>위염</b>약 때문에 변비약이 장이 아닌 위에서 녹을 수 있습니다.
<b>위염</b> 약 복용,"오늘 병원 가서 <b>위염</b> 진단 받고 약을 받아왔는데요 빈속에... <b>위염</b>약을 복용해도 큰 문제 없습니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
이 약이 <b>위염</b>때 먹는 약이 맞나요?,"... 해보니 <b>위염</b>이랑 지방간이 있다고 하셨어요. 근데 이 약이 지방간이나 <b>위염</b>에 맞는 약이 맞나요? 오전은 괜찮은데... 그리고 추가적으로 <b>위염</b>에 좋은 음식 및 식단을 어떻게... <b>위염</b>, 장염에 쓰는 약입니다. <b>위염</b>의 증상은 주로 명치... "
만성<b>위염</b> 질문,... 저는 20살때부커 꾸준히 만성<b>위염</b>을 가지고 있습니다.... 만성<b>위염</b>이라고 말씀해주시더라고요 그리고 약 처방받고 약을... 하기보다는 <b>위염</b> 치료에 더 신경쓰시는 것이 좋을 것 같습니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며... 
<b>위염</b> 위전정부 전벽 후벽 검진결과,<b>위염</b> 위전정부 전벽 후벽 검진결과받았습니다. 먹지 말아야할 음식과 조심해야하는것 그리고 <b>위염</b> 증상에대해 부가적인 설명 부탁드립니다ㅠㅠ  안녕하세요. <b>위염</b>은 과로와... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는... 
<b>위염</b> 증상,"<b>위염</b> 증상 중에 구토가 있는 걸로 아는데 안하는 법은 없을까요 .. 누우면 토할까 봐 눕지 못하고 있어요 ㅠㅠ... 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>... "
"역류성식도염 ,<b>위염</b>",요즘 10대들도 자주걸리나요 역류성 식도염 아니면 <b>위염</b>인... 위축성<b>위염</b> 약 1년만에 완치한 30대 초반 남자입니다... 합니다 <b>위염</b>은 전적으로 환자 본인의 의지와 관리만을... 인터넷으로 <b>위염</b>완치 환자들 수기 다 찾아보면서 <b>위염</b>에 좋은... 
만성표재성<b>위염</b> 진단을 받았는데요,"... 만성표재성<b>위염</b>이라고 6개월 이상 진행된걸로 보인다고 하셨는데 저는 그럼 이제 영원히 <b>위염</b>을 달고... 질문자분의 경우는 내시경상 병변이 보이는 <b>위염</b>이 걸리신... 영원히 <b>위염</b>을 달고 사는건 아닙니다. 치료 하시면 되는데, 치료... "
미란성 <b>위염</b>,"... 미란성 <b>위염</b>이라고 진단받았습니다. 약을 얼마 안먹고도... 걱정이네요 ㅠㅠㅠ 미란성 <b>위염</b>이 스트레스가 주... <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>... "
<b>위염</b> 완치 기준,"며칠전에 <b>위염</b> 진단 받고 하루는 세끼 죽만, 다음날부턴 자극적이지 않은 일반식 먹었는데 이제는 약을 안 먹어도... 없어요 <b>위염</b> 증상이 없어지면 <b>위염</b>이 다 나은건가요?? 약 5일치 받아왔는데 증상 없어도 받은 약은 다 먹을까요? <b>위염</b>약... "
<b>위염</b> 속크린에스 정,<b>위염</b>이 있었는데 내과 약을 먹고 괜찮아진 것 같아서 치킨 우유를 먹고 자고... 변비약 마그밀정을 복용하고 있어요  안녕하세요 현재 <b>위염</b>과 식도염 증상이... <b>위염</b> 및 역류성 식도염은 초기 대처가 매우 중요합니다. 증상이 조금... 
헬리코박터균 <b>위염</b>,내시경을 했는데 위식도가 안좋고 <b>위염</b>이 있다고 말했는데... 주셨는데 <b>위염</b>약은 안주나요?  안녕하세요. 원자력병원-네이버... 등이 <b>위염</b>약제라고 할 수 있을것같고 일반적으로 헬리코박터 치료후 본격적으로 <b>위염</b>등은 치료하는경우가... 
<b>위염</b>이 너무 심한거같아요 왜이러죠,"올 초 3월쯤 부터 <b>위염</b>증상이 처음 발병 되고 , 이후로 계속... 있다가 <b>위염</b> , 역류성 식도염 , 인후염 이렇게 계속... 처음에 <b>위염</b> 엄청 심했을때는 아프다는 느낌이였는데... 토할거같았어요 <b>위염</b>을 달고 지냈지만 이런적은 처음이라서 조금... "
<b>위염</b>인데요..,"제가 지금 <b>위염</b>인데 쥐포를 먹어도 될까요??.. 만성 위축성 <b>위염</b>으로 2년 가까이... 받았어요 <b>위염</b> 치료는 약, 음식 같은것도 물론 어느정도 도움이 되긴하지만... 위축성 <b>위염</b>은 나이 먹으면서 40~50대 되면 다 생긴다 증상이 미미한 편이니... "
<b>위염</b>약이랑 이부프로펜,제가 만성<b>위염</b>으로 <b>위염</b>약 복용중인데 지금 생리통이 좀 심해서 이부프로펜... 근데 이부프로펜이 원래 먹고나면 위가 좀 쓰려서 걱정인데...<b>위염</b>약이랑... 상담 약사 강병구 입니다. 사진속의 <b>위염</b>약과 이부프로펜은 병용이 가능합니다.
<b>위염</b>인데 오한 발열이 안떨어집니다,약 하나를 잘못복용하고 <b>위염</b>이 생겻는데 (내과가서 진료본결과) 복통은 거의... 이거 <b>위염</b> 다 나아야지 오한 발열 사라지나요? <b>위염</b> 회복기간이 인터넷에서... <b>위염</b>이라면 열이 나지는 않습니다. 열이 지속된다면 <b>위염</b> 외에 열이 나는... 
급성 <b>위염</b>,"제가 한 일주일 째 <b>위염</b> 때문에 고생중인데 원래는 밥 먹고... 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
<b>위염</b>에 걸렸어요…,"독한 소염진통제를 먹고 <b>위염</b>에 걸린거같아요 그리고 시험기간이라 스트레스를 받다보니 <b>위염</b>이 생각보다 오래가네요... 소염진통제로 인한 <b>위염</b> 또는 위궤양을 생각하셔야 겠네요. 증상으로는 소화불량, 트림, 식욕부진, 복부 팽만감... "
<b>위염</b> 증상 한약,<b>위염</b> 증상 7개월 미만으로 한약을 2개월째 먹고 있습니다... 아니면 몸에 맞지 않는 걸까요  <b>위염</b>증상을 자각적으로 느낀... 급성<b>위염</b>이라 하여도 반복되는 경우도 많습니다. 따라서 이미 만성<b>위염</b>이었을 가능성을 배제할 수 없으며 이는... 
<b>위염</b> 미열증상,<b>위염</b>인데 음식...미음만먹어도 바로 상체에 땀이납니다.... 왜그런건가요?<b>위염</b>일때 원래이런건가요 하루정도 굶고... <b>위염</b>과 땀이 나는 증상은 서로 관계가 없습니다. 다만... <b>위염</b>보다는 오히려 특정 상황에서 특정 부위에 땀이 나는... 
<b>위염</b> 음식 질문이요ㅜㅜ,"제가 <b>위염</b>에 걸려서 3일째 죽만 먹고 있는데 너무 허하고 배고파서요.. <b>위염</b> 일 때 먹어도ㅠ되는 음식 좀 알려주세요ㅜㅜ 자극적이지 않은 거요  안녕하세요. <b>위염</b>일때는 사실 자극적이지 않은 음식만 드시면, 일반식을 드셔도 큰 무리는... "
<b>위염</b>약 피임약,<b>위염</b>이 있는데(역류성식도염) 때문에 <b>위염</b>약을 먹는데 <b>위염</b>약도 피임약이랑 똑같나여? <b>위염</b>약에 뭐가있길래 피임약효과가 있나요? <b>위염</b>약 먹으면 임신도 안 돼나요  안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다. 어떤... 
<b>위염</b>약 감기약,"<b>위염</b>약 레코미드벙 이토리톤정 라베원정10mg 이랑 사진의 감기약이랑 같이 먹어도 되나요?  안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다. 예, 저 <b>위염</b> 처방약과 종합감기약은 같이 드셔도 괜찮습니다."
이거 <b>위염</b> 맞나요? 작년 건강검진때,이거 <b>위염</b> 맞나요? 작년 건강검진때 <b>위염</b> 소진을 듣긴했는데 어제부터 아침까지 배가 너무 아파요 너무너무 아파요... 한번 <b>위염</b>을 진단받은적이 있으시면 다시 <b>위염</b>에 걸리셨을 수 있습니다. 배가 아프면서 위가 쓰린 증상이 있으시면... 
<b>위염</b>지속일,<b>위염</b>을 진단 받았는데 보통 <b>위염</b>은 약먹고 몇일정도 지속되나요? 만성 위축성<b>위염</b> 약 1년만에 완치한 30대 초반... 합니다 <b>위염</b>은 전적으로 환자 본인의 의지와 관리만을 통해서 완치될 수 있습니다 제가 그랬으니까요. 처음에 병원... 
의사님 <b>위염</b>에 대해 질문드려요,... 역류성식도염이나 <b>위염</b>이라더라구요. 그래서... 호전된 <b>위염</b>은 다시 생길 가능성은 있나요? 저가 음식도 조금 짜게먹고 스트레스도 나날이 심해서서 <b>위염</b> 생긴건... 아니면 <b>위염</b>은 이대로 끝인건지 여쭙니다.  안녕하세요. 닥톡-네이버... 
소화불량 <b>위염</b>,"... , <b>위염</b>인가싶어서요 <b>위염</b>검사는 어떻게하나요? 그냥 환자 증상만듣고 판단하는건가요?  대부분 <b>위염</b>은 장기간 방치하면 위암으로 발전할 수 있습니다 위벽에 손상이 생기면 쓰리게 되는데 , 민간요법 치료에 대해 소개해 드립니다... "
이거 <b>위염</b>인가요?,... 이거 <b>위염</b>인가요?  안녕하세요. 닥톡-네이버 지식iN 상담한의사 송대욱 입니다. 복통입니다. <b>위염</b>이라고 하는 것은 복통의 원인 질환의 하나일 뿐이지요. <b>위염</b>이 있는지에 대해선 위내시경으로 위장점막을 확인해야 정확하게 알 수... 
고등학생 만성<b>위염</b>,제목과 같이 만성<b>위염</b>이 있는 것 같아요.. 왜 생겼는지는 모르겠는데 정말 오래됐고 오늘에서야 만성<b>위염</b>이라는건줄... 위장연구입니다 <b>위염</b>으로 고생하고 계시는군요. <b>위염</b>은 만성으로 이어질 경우 잘 해결되지 않고 재발도 잦아... 
내시경 검사 결과 표재성<b>위염</b> 진단,"... 대만 <b>위염</b> 요렇게만 쓰엿구요, 위벽이 매끄럽다고 하면 위축성 <b>위염</b>으로 많이 들었는데 표재성<b>위염</b>은 먼 말인가... 위점막이 위축되어 없어지면 위축성 <b>위염</b>, <b>위염</b>이 깊지 않고 표면에만 있으면 표재성 위엄이라고 합니다."
"<b>위염</b>이 있는데 수술받고 소염제, 항생제...",<b>위염</b>이 있는데 약은 않먹고 있는데요. 이번에 추가진피 조루수술이란걸... 이게 좀 <b>위염</b> 증상을 나쁘게 할거 같기도 해서요. <b>위염</b>치료를 따로 받아야 할지... 다만 <b>위염</b>과 같은 질환이 있으시다면 해당 비뇨기과 주치의에게 이 사실을... 
